Brand,Brand_Style,ABV,Calories,Sodium_mg,Carbs_mg,Sugars_grams,Protein_grams,Ingredients,Ingr_Water,Ingr_Barley Malt,Ingr_Yeast,Ingr_Hops,Ingr_Rice,Ingr_Sugar,Ingr_Ingredient list to come.,Ingr_Corn Syrup (Dextrose),Ingr_Wheat,Ingr_Hop Extract,Ingr_Oats,Ingr_Orange Peel,Ingr_Coriander,Ingr_Corn Syrup (Maltose),Ingr_Cocoa,Ingr_Decaffeinated Coffee,Ingr_Sucrose,Ingr_Pumpkin,Ingr_Spices,Ingr_Honey,Ingr_Orange peel,Ingr_Wheat Malt,Ingr_Tangerine Peel,Ingr_Natural Flavors,Ingr_Mango,Ingr_Natural Flavor,Ingr_Apricot,Ingr_Cardamom,Ingr_Lactic Acid,Ingr_Cinnamon,Ingr_Ginger,Ingr_Mace,Ingr_Carbonated water,Ingr_alcohol from real cane sugar,Ingr_real cane sugar,Ingr_lime juice concentrate,Ingr_natural flavor,Ingr_fruit juice (color),Ingr_lemon juice concentrate,Ingr_agave,Ingr_apple,Ingr_Apricots and Beet Sugar With House Cultures,Ingr_Beet Sugar,Ingr_Montmorency and Bing Cherries and Beet Sugar with House Cultures,Ingr_Palisade Peaches and Beet Sugar with House Cultures,Ingr_Duarte Plums and Beet Sugar with House Cultures,Ingr_Raw Wheat,Ingr_Corn Syrup (Dextrose and Maltose),Ingr_Hops & Hop Extract,Ingr_Fresh-Pressed Hard Pear Cider,Ingr_Filtered Water,Ingr_Juice Concentrates as Finishing Sweeteners (Pear,Ingr_Apple,Ingr_Elderberry,Ingr_Blackberry),Ingr_Malic Acids,Ingr_Raspberry Juice Concentrate(Finishing Sweetener),Ingr_Contains Sulfites,Ingr_Hard Apple Cider,Ingr_Malic Acid,Ingr_Sulfites,Ingr_Apple Juice Concentrate (Finishing Sweetener),Ingr_Organic Honey,Ingr_Hard Pear Cider,Ingr_Pear and Apple Juice Concentrates (Finishing Sweeteners),Ingr_Pear Juice Concentrate (Finishing Sweetener),Ingr_Organic Maple Syrup,Ingr_Malted Barley,Ingr_Maize,Ingr_Caramel Color,Ingr_Corn Syrup ( Dextrose Maltose),Ingr_Corn Syrup(Maltose),Ingr_Cane Sugar,Ingr_Phosphoric Acid,Ingr_Sodium Benzoate and Potassium Sorbate (added for freshness),Ingr_Citric Acid,Ingr_Certified Colors,Ingr_Sodium Citrate and Natural Flavor,Ingr_Sodium Citrate and Natural Flavors,Ingr_Dextrose,Ingr_Mango Puree,Ingr_Vanilla Beans,Ingr_Vanilla Extract,Ingr_Blackberry Juice,Ingr_Rye,Ingr_Cherry Juice Concentrate,Ingr_White Cranberry  Juice Concentrate,Ingr_Corn,Ingr_Barley,Ingr_Vanilla,Ingr_Corn Syrup (Dextrose,Ingr_Maltose),Ingr_BarleyMalt,Ingr_Hops and Hop Extract,Ingr_Malted Wheat,Ingr_Carbonated Water,Ingr_Red Wine,Ingr_White Grape Juice Concentrate,Ingr_Natural Flavors. Contains Sulfites.,Ingr_White Wine,Ingr_Peach Juice Concentrate,Ingr_Rose Wine,Ingr_Strawberry Juice Concentrate. Contains Sulfites.,Ingr_Italian Maize,Ingr_Hop Products,Ingr_Corn Syrup,Ingr_Grape Juice (for color),Ingr_Sodium Benzoate and Potassium Sorbate (Added For Freshness),Ingr_Elderberry Juice (for color),Ingr_Sodium Benzoate and Potassium Sorbate(added for freshness),Ingr_Tartaric Acid,Ingr_Sodium Citrate,Ingr_Fresh,Ingr_Frozen Tangerine Peel,Ingr_Flaked Maize,Ingr_Cumin,Ingr_Lime Peel,Ingr_Agave,Ingr_Lemon Peel,Ingr_Malt,Ingr_Lactobacillus,Ingr_Blackberry Puree,Ingr_Blackberry Juice Concentrate,Ingr_Salt,Ingr_Corn Syrup (Dextrose -not High-Fructose Corn Syrup),Ingr_Peach Puree,Ingr_Raspberry Puree,Ingr_Passionfruit Puree,Ingr_,Ingr_Sucrose Syrup,Ingr_Apple Juice Concentrate,Ingr_Tomato Paste,Ingr_Inverted Sugar,Ingr_Yeast Extract,Ingr_Black Carrot (for color),Ingr_Monosodium Glutamate,Ingr_Salt and Natural Flavors.,Ingr_Certified Color,Ingr_FD&C Yellow Number 5,Ingr_Natural &Artificial Flavors,Ingr_Natural & Artificial Flavors,Ingr_NaturalFlavors,Ingr_FD&C Yellow# 5,Ingr_Artificial Flavor,Ingr_FD&C Yellow #5,Ingr_Lactose,Ingr_Blueberry Concentrate,Ingr_Torrified Wheat,Ingr_Sea Salt,Ingr_Grapefruit Peel,Ingr_Flaked Corn,Ingr_Flaked Rye,Ingr_Hemp Flavor,Ingr_Hemp Seeds,Ingr_Cocoa Nibs,Ingr_Chocolate Extract,Ingr_Pineapple,Ingr_Papaya Extract,Ingr_Flaked Oats,Ingr_Peach Flavor,Ingr_Peach Concentrate,Ingr_Prickly Pear Flavor,Ingr_Coffee,Ingr_TorrifiedWheat,Ingr_Watermelon Concentrate,Ingr_Sparkling Water,Ingr_Sodium Citrate and Dried Acerola Cherry Juice,Ingr_Pomegranate Juice Concentrate,Ingr_Kiwi Juice Concentrate,Ingr_Citric acid,Ingr_Natural flavor,Ingr_Cluster,UMAP_X,UMAP_Y
Revolver Sidewinder Ale,Southwest Pale Ale,6,198,115,18.5,0,1.8,"Water, Barley Malt, Cumin, Lime Peel, Agave, Lemon Peel, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9106198349885795,-8.25851390383265
Saint Archer Blackberry Gose,German-Style Gose,4,134,90,12.3,0,1.5,"Malt, Wheat, Lactobacillus, Blackberry Puree, Blackberry Juice Concentrate, Coriander, Salt, Yeast, Hops",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.380517025858893,8.128521942877555
Saint Archer Blonde Ale,German-Style Kolsch Ale,4.8,149,15,12.6,0,1.4,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.349523564250006,8.0904560325382
Saint Archer Citra 7 IPA,American-Style IPA,7,202,50,14.5,0,2.2,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.800797482401863,7.7547607658145665
Saint Archer Double IPA,American-Style Imperial IPA,8.3,233,30,15.3,0,1.9,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.895482400982842,-7.5338253738643886
Saint Archer English Brown Ale Nitro,English-Style Mild Ale,4.2,142,15,14.2,0,1.1,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.42688848581983,8.123556160712027
Saint Archer Gold,Light Lager,4.2,95,0,2.6,0,1,"Water, Barley Malt, Corn Syrup (Dextrose -not High-Fructose Corn Syrup), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.16318381819056,-8.266945338463998
Saint Archer Gose,German-Style Gose,4,133,95,11.7,0,1.8,"Water, Barley Malt, Wheat, Lactobacillus, Coriander, Salt, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.385473271281256,8.18488790967443
Saint Archer Hazy IPA,Hazy IPA,6.2,186,15,13.9,0,1.5,"Water, Barley Malt, Oats, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.390102406413093,7.768939041876578
Saint Archer Hoppy Pilsner,Czech-Style Pilsner,5.1,163,25,14.7,0,1.3,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.652396271555886,-8.592133975243783
Saint Archer IPA,American-Style IPA,7,206,15,14.7,2,2.4,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.686106304257378,-7.4943308593990565
Saint Archer Mexican Lager,Mexican Lager,4.8,152,20,13,0,1.5,"Water, Barley Malt, Corn, Dextrose, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.8303941288881154,-4.429007029748178
Saint Archer Mosaic IPA,American-Style Imperial IPA,9,251,20,16.2,0,2.5,"Water, Barley Malt, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.877860089213386,7.818159127020621
Saint Archer Pale Ale,American Pale Ale,5.5,170,20,13.7,0,1.5,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8911042014055106,-8.499036288476205
Saint Archer Peach Gose,German-Style Gose,4,127,75,11.5,0,1.5,"Water, Barley Malt, Wheat, Lactobacillus, Peach Puree, Coriander, Salt, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.342512150675788,8.129118466162467
Saint Archer Razzleberry Gose,German-Style Gose,4,133,85,13.3,0,1.2,"Water, Barley Malt, Wheat, Lactobacillus, Blackberry Puree, Raspberry Puree, Coriander, Salt, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.394059201151862,8.105950379156852
Saint Archer Tropical IPA,IPA,7,195,15,14,1,1.2,"Water, Barley Malt, Yeast, Hops, Passionfruit Puree, Mango Puree",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.167492190926537,-8.299174761986947
Saint Archer White Ale,Belgian-Style Witbier,5,155,15,13.2,0,1.4,"Water, Barley Malt, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.443115020721421,-8.48455092928431
Sharp's,Non-Alcoholic Lager,0.5,58,0,12.1,8,1,"Water, Barley Malt,Corn Syrup (Dextrose, Maltose), Yeast, Hops,",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.695978184611335,-2.8441867592098475
Hop ExtractSheaf Stout,Foreign Extra (Export) Stout,5.7,190,80,18.7,0,1.1,"Water, Barley Malt,Sucrose Syrup, Yeast, Hops, Hop Extract",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8166262904100272,-8.493453479027963
Smith & Forge Hard Cider,Hard Apple Cider,6,220,10,23,18,0,"Hard Apple Cider,Apple Juice Concentrate, Natural Flavor, Malic Acid, Contains Sulfites",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-6.248875598042473,3.5887406108615636
Sol,Mexican Lager,4.5,138,20,11.6,0,1,"Water, Barley Malt, Corn Syrup (Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0586225191049428,-4.937903380608773
Sol Chelada,Chelada,3.5,158,620,20.3,5,1.8,"Water, Barley Malt, Corn Syrup (Maltose), Yeast, Hops, Tomato Paste, Inverted Sugar, Citric Acid, Tartaric Acid, Yeast Extract, Black Carrot (for color),Monosodium Glutamate, Salt and Natural Flavors.",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7839055458001944,-8.220314479088998
Sparks,Flavored Malt Beverage,6,252,30,33.9,30,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose, Citric Acid, Natural Flavor, Certified Color, FD&C Yellow Number 5, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-8.415596465199457,-2.8458375694515468
Sparks Blackberry,Flavored Malt Beverage,8,287,30,32.9,27,1,"Water, Corn Syrup (Dextrose), Barley Malt, Yeast, Hop Extract, Sucrose, Citric Acid, Natural &Artificial Flavors, Certified Colors, Sodium Citrate, Sodium Benzoate and Potassium Sorbate (added for freshness)",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-14.360089282124505,-0.5905375244381191
